id,name,rot_num,line_id,price,handicap,selection,home_team,away_team
1610152867,Over,970,5010312337,1.502,0.5,Kevin Newman (Total Bases)(must start),Athletics,Los Angeles Angels
1610152868,Under,971,5010312338,2.48,0.5,Kevin Newman (Total Bases)(must start),Athletics,Los Angeles Angels
1610152953,Over,906,5010379163,1.719,0.5,Alex Call (Total Bases)(must start),Washington Nationals,Atlanta Braves
1610152954,Under,907,5010379164,2.05,0.5,Alex Call (Total Bases)(must start),Washington Nationals,Atlanta Braves
1610152956,Over,906,5010379165,1.473,0.5,Luis García Jr. (Total Bases)(must start),Washington Nationals,Atlanta Braves
1610152957,Under,907,5010379166,2.55,0.5,Luis García Jr. (Total Bases)(must start),Washington Nationals,Atlanta Braves
1610152960,Under,907,5010379168,1.52,1.5,Michael Harris II (Total Bases)(must start),Washington Nationals,Atlanta Braves
1610152959,Over,906,5010379167,2.43,1.5,Michael Harris II (Total Bases)(must start),Washington Nationals,Atlanta Braves
1610152947,Over,906,5010379161,1.598,0.5,Nathaniel Lowe (Total Bases)(must start),Washington Nationals,Atlanta Braves
1610152948,Under,907,5010379162,2.25,0.5,Nathaniel Lowe (Total Bases)(must start),Washington Nationals,Atlanta Braves
1610152950,Over,906,5010320613,1.671,0.5,Nick Allen (Total Bases)(must start),Washington Nationals,Atlanta Braves
1610152951,Under,907,5010320614,2.12,0.5,Nick Allen (Total Bases)(must start),Washington Nationals,Atlanta Braves
1610152938,Over,906,5010379157,1.526,0.5,Keibert Ruiz (Total Bases)(must start),Washington Nationals,Atlanta Braves
1610152939,Under,907,5010379158,2.41,0.5,Keibert Ruiz (Total Bases)(must start),Washington Nationals,Atlanta Braves
1610152944,Over,906,5010379159,1.84,1.5,Austin Riley (Total Bases)(must start),Washington Nationals,Atlanta Braves
1610152945,Under,907,5010379160,1.9,1.5,Austin Riley (Total Bases)(must start),Washington Nationals,Atlanta Braves
1610152929,Over,906,5010379153,1.48,0.5,Eli White (Total Bases)(must start),Washington Nationals,Atlanta Braves
1610152930,Under,907,5010379154,2.53,0.5,Eli White (Total Bases)(must start),Washington Nationals,Atlanta Braves
